,fea_customer_id
1052,19593532
1053,6590642
1054,18975718
1055,19484281
1056,15767591
1057,16432919
1058,7935787
1059,14602876
1060,19240594
1061,17348060
1062,16937618
1063,19387470
1064,15347654
1065,18876424
1066,17795793
1067,19416133
1068,19064913
1069,19416065
1070,15605470
1071,10043066
1072,15027833
1073,19453860
1074,19361574
1075,13787688
1076,14156283
1077,19472224
1078,1418903
1079,15178876
1081,11249873
1082,6001803
1083,16764941
1084,7217285
1085,6150747
1087,17785144
1088,19055128
1089,11517639
1090,19339483
1091,8563238
1092,19489211
1093,18914486
1094,16622115
1095,14692779
1096,19209890
1097,18602437
1098,18927342
1099,11789242
1100,12675337
1101,13818328
1102,19416837
1103,13840260
1104,19508131
1105,15266006
1106,8010818
1107,6360525
1108,13406671
1109,19415963
1110,19384058
1111,15902076
1112,8373250
1113,15220349
1114,14311577
1115,6742590
1116,10358793
1117,19191751
1118,10858460
1119,14292921
1120,19157285
1121,12543950
1122,16446515
1123,19132663
1124,10730389
1127,19332009
1128,11882187
1129,19055263
1130,17824248
1131,19383219
1132,19360324
1133,19397861
1134,17306205
1135,8296156
1136,17529975
1137,18599034
1138,11559745
1139,18393007
1140,10062388
1141,19374414
1142,11783086
1143,19025536
1144,12945605
1145,19222988
1146,18048687
1147,8012371
1148,8019623
1149,12414182
1150,18962046
1151,14509351
1152,10930947
1153,19292120
1154,17775438
1155,13717405
1156,19008400
1158,17581423
1159,17260796
1160,10101071
1161,8782465
1162,19306396
1163,17835187
1164,14055198
1165,12758273
1166,18990062
1167,15298734
1168,17604232
1169,19282098
1170,9933238
1171,13822563
1172,19251371
1173,19109827
1174,19234577
1175,19065970
1177,16877190
1178,10932804
1179,6915870
1180,1425077
1181,17918457
1182,18993455
1184,19112113
1185,1942016
1186,17396373
1187,14843875
1188,17876363
1189,563045
1191,12244954
1192,17720063
1194,8486026
1195,17249040
1196,19077063
1197,18674597
1198,19120522
1199,19069391
1200,16302600
1201,8770131
1202,16511043
1203,19047242
1206,17010403
1207,17813587
1208,18932251
1209,13421838
1210,1987676
1211,5558023
1212,17846552
1213,15326386
1214,15024997
1215,12327792
1217,15211908
1219,18300751
1220,18779351
1221,5102120
1222,18372053
1223,18723399
1224,17711008
1225,16653683
1226,15715904
1228,16223444
1229,16354971
1230,11200226
1231,17503739
1232,16290371
1233,18415632
1234,18567813
1235,18666182
1236,14260979
1237,15351404
1238,18541199
1239,8384005
1240,7692192
1241,5519212
1242,13425670
1243,18246265
1244,12716501
1245,16423183
1246,18367270
1247,18295376
1248,16985319
1249,11717306
1250,9861808
1251,10112883
1252,18498737
1253,18457607
1254,14622740
1255,18056101
1256,17962376
1257,17098128
1258,15178880
1259,16415251
1260,7788173
1261,17550285
1262,11579338
1263,18428639
1264,13383706
1265,12756546
1266,18188929
1267,11534947
1268,15964495
1269,5979437
1270,17103602
1271,17535330
1272,16375058
1273,11190689
1274,13198955
1275,17912254
1276,18071069
1277,17258940
1278,10933258
1279,8858635
1280,10165762
1281,15983628
1282,17919800
1283,15524226
1284,17890465
1285,17684298
1286,17869554
1287,17722897
1288,17673085
1289,17314051
1290,12239645
1291,15635922
1292,17801122
1293,17154481
1294,13667583
1295,17556213
1296,17280066
1297,17436455
1298,17542098
1299,17612310
1300,17487879
1301,9674199
1302,12730805
1303,9994499
1304,10078672
1305,12207667
1306,17273436
1307,20172935
1308,13565043
1309,15249499
1310,19074402
1311,8546440
1312,6660453
1313,19704700
1314,12762074
1315,10706431
1316,19471519
1317,15055864
1318,20347408
1319,18896297
1320,20175689
1321,20333648
1322,20307593
1323,19409422
1324,20092650
1325,20316930
1326,16745486
1327,20336324
1328,20325257
1330,16304979
1331,18754187
1332,20315067
1333,17868850
1334,20328305
1336,19968350
1337,10921564
1338,19262411
1339,17937785
1340,20077168
1341,20419735
1342,7636246
1343,20453760
1344,13093022
1345,5403221
1346,19948959
1347,16780300
1348,17676714
1349,11130597
1350,11396346
1351,15318168
1352,14211947
1353,20504333
1354,20446330
1355,19097789
1356,19554365
1357,14307700
1358,18132941
1359,20521244
1360,20155515
1361,19644575
1363,20338189
1364,12254141
1365,15759285
1366,15812973
1367,12153433
1368,20203529
1369,15592807
1370,15754688
1371,20249885
1372,20565655
1373,16921552
1374,14269159
1375,12477832
1376,20455247
1377,19488832
1378,17212397
1379,20454591
1380,20598093
1381,19604123
1382,18711738
1383,15161436
1384,18261033
1385,20273066
1386,20301032
1387,20496361
1388,20273415
1389,20002775
1390,20512512
1391,20556530
1392,20560232
1393,18197015
1394,20568933
1395,14395735
1396,20245055
1397,20632174
1398,18949725
1399,20265871
1400,9027500
1402,9024676
1403,19638923
1404,20692750
1405,19426529
1406,20675015
1407,20406132
1408,12870233
1409,12710993
1410,19814170
1411,10548613
1412,19554096
1413,18893589
1414,20631548
1415,19037816
1416,20763576
1417,12236851
1418,7234730
1419,18169875
1420,5215438
1421,20281631
1422,13151313
1423,15922546
1424,13109677
1425,15145138
1426,17715439
1427,12341936
1428,19959534
1429,1443611
1431,20905316
1432,7795219
1433,20446892
1434,19195735
1435,17957951
1437,20961817
1438,20803992
1439,20273881
1440,20767596
1442,19400913
1443,128735
1444,14371323
1446,20880811
1447,16059569
1448,16432153
1449,15994858
1450,18605284
1451,13738331
1452,20500276
1453,16270885
1454,19690854
1455,15739769
1456,13064901
1457,15895722
1458,11336522
1459,12046692
1460,18883934
1461,20334383
1462,1681946
1463,5607868
1464,18298346
1465,13661723
1466,10209983
1467,18818793
1468,9031427
1469,8023659
1470,193320
1471,5271404
1472,20020166
1473,20608142
1474,494671
1475,17568005
1476,19970243
1477,8614803
1478,19615929
1479,16933135
1480,1834576
1481,6448044
1482,893268
1483,19013648
1484,1459542
1485,15685235
1486,19793193
1487,20127169
1488,14222851
1489,656713
1490,19936207
1491,20492464
1492,12070510
1493,19780105
1494,12542621
1495,16656457
1496,19548536
1497,15831562
1498,20190464
1499,546245
1500,19353984
1501,19754250
1502,14701228
1503,19201479
1504,20444314
1505,12872417
1506,13498778
1507,17114797
1508,10119452
1509,5461276
1510,17742237
1511,20790583
1512,18979150
1513,19556757
1514,20295275
1515,11662277
1516,20670900
1517,8662544
1518,15534939
1519,19511515
1520,7043829
1521,16975002
1522,15095068
1523,7800635
1524,19993015
1525,12225372
1527,19568445
1528,19002424
1529,16257847
1530,20188049
1531,8051370
1532,20675098
1533,9789807
1534,17711550
1535,19323712
1536,19271558
1537,14632318
1538,7580476
1539,16071510
1540,17535199
1541,8083519
1543,6814512
1544,18182304
1545,14431863
1546,18531375
1547,20401164
1548,19511533
1549,18401085
1550,14731414
1551,18490992
1552,20343116
1553,7703289
1554,6719891
1555,15516362
1556,20293900
1557,7607565
1558,13776603
1559,18359441
1560,5520866
1561,19212639
1562,19838090
1563,16322576
1564,19422085
1565,6004742
1566,1951793
1567,19059239
1568,17262347
1569,6180803
1570,20703498
1571,16837527
1572,13249300
1573,7501864
1574,19838844
1575,20014178
1576,7597613
1577,10181360
1578,10710082
1579,10085890
1580,17656972
1581,5339882
1582,19592806
1583,19929247
1584,12616718
1585,8361874
1586,17636143
1587,20710719
1588,14498460
1589,17755165
1590,18851143
1591,1327437
1592,12425920
1593,19769982
1594,17020550
1595,20879103
1596,20902569
1597,20810874
1598,12785221
1599,8157384
1600,19550135
1601,20404185
1602,20314714
1603,13603733
1604,10810198
1605,19491692
1606,20497134
1607,20527142
1608,8095513
1609,20393774
1610,10456829
1611,17833833
1612,20911782
1613,14903863
1614,20096777
1615,11723539
1616,11652201
1617,9812046
1618,16601088
1619,7686648
1620,18161391
1621,15133558
1622,13396001
1623,16712446
1624,13089097
1625,19778498
1626,19802798
1627,17835100
1628,17159148
1629,19027024
1630,17738884
1631,17993404
1632,12992936
1633,19348317
1634,1415427
1635,7356915
1636,18638388
1637,9011871
1638,17147512
1639,18770298
1640,19225936
1641,5416964
1642,20143015
1644,20296040
1645,20242620
1646,20786834
1647,13697068
1648,7247534
1649,10442167
1650,20698469
1651,16117556
1652,16802367
1653,19257759
1654,19540233
1655,20442073
1656,14528413
1657,13513472
1658,16649083
1659,10346895
1660,14842007
1661,19027043
1662,19810280
1663,15413711
1664,20787623
1665,16106866
1666,15410903
1667,15950397
1668,13338715
1669,19998224
1670,434122
1671,19581073
1672,473694
1674,19582055
1675,12996703
1676,20649003
1678,20891245
1679,20375653
1680,11165834
1681,19454810
1682,9621690
1683,13570414
1684,19400901
1685,18118712
1686,19210292
1687,10676609
1688,14210474
1689,14981843
1690,5897203
1691,8414692
1692,17172481
1693,17925697
1694,5553193
1695,9976191
1696,435530
1697,20679962
1698,16611462
1699,15973702
1700,19584310
1701,7306892
1702,14843246
1703,19943588
1704,19027063
1705,20728963
1706,1972593
1707,20511729
1708,17475664
1709,8996807
1710,19660317
1711,5953374
1712,19198826
1713,17732279
1714,17518795
1715,18123748
1716,849588
1717,19198887
1718,18995682
1719,19477403
1720,15875548
1721,5836403
1722,20683046
1723,20210287
1724,12841624
1725,20521637
1726,14366320
1727,16920834
1728,19386382
1729,20025195
1730,15665339
1731,20552807
1732,15923437
1733,17314437
1734,20130154
1735,9933678
1736,12988509
1737,20343924
1738,17313313
1739,19985343
1740,14345400
1741,17911396
1742,20548101
1743,20457696
1744,17337022
1745,19584674
1746,20363439
1747,14348987
1748,18266100
1749,5676023
1750,19969283
1751,6452149
1752,13416219
1753,14615808
1754,16063928
1755,19968497
1757,11117668
1758,8538288
1759,19699148
1760,17386327
1761,20306146
1762,15749628
1763,20155405
1764,19578837
1765,13652127
1766,964222
1767,10934722
1768,7206684
1769,19250353
1770,11608041
1771,19721684
1772,15784664
1773,15419718
1774,9617407
1775,16928525
1776,20315972
1777,20289352
1778,20220516
1779,10003941
1780,9106453
1781,17870234
1782,526905
1783,6117203
1784,16829072
1785,20241998
1786,11346798
1787,17654453
1788,17533674
1789,14423908
1790,20094055
1791,20214885
1792,15468430
1793,14388966
1794,15450487
1795,16646549
1796,14141674
1797,19646863
1798,6109987
1799,20089752
1800,14801539
1801,20149271
1802,1152027
1803,19454684
1804,10192524
1805,18638077
1806,16515336
1807,20122551
1808,18757127
1809,18855563
1810,19295933
1811,16940557
1812,9286684
1813,19541796
1814,15568415
1815,10620952
1816,17674476
1817,6116927
1818,17642476
1819,12934932
1820,2078928
1821,7741829
1822,17752239
1823,20117988
1824,9633951
1825,17285662
1826,20079458
1827,9857403
1828,19926521
1829,10212663
1830,20035948
1831,16795847
1832,19952001
1833,20075154
1834,5939231
1835,19662923
1836,17822565
1837,17772438
1838,17258551
1839,5221276
1840,20063747
1841,19310050
1842,10856378
1843,18632570
1844,14100745
1845,13331987
1846,20042845
1847,1008743
1848,19990423
1849,19951518
1850,19791400
1851,13491531
1852,16397973
1853,14265107
1854,9782016
1855,8097711
1856,19880570
1857,8802548
1858,10883274
1859,18612460
1860,19483656
1861,8807708
1862,13033413
1863,19929113
1864,16005001
1865,15150706
1866,15964279
1867,9050578
1868,17829524
1869,17658813
1870,12770690
1871,11361262
1872,18407653
1873,8738779
1874,17043928
1875,14700786
1876,16449721
1877,19306302
1878,11332200
1879,10386661
1880,14347153
1881,17391172
1882,19084086
1883,18375005
1884,19855786
1885,17529736
1886,18390872
1887,10225168
1888,17916941
1889,14071357
1890,19471681
1891,8841768
1892,18749022
1893,18563409
1894,19277708
1895,11160632
1896,13496019
1897,17742489
1898,15490753
1899,11036095
1900,9749147
1901,19125778
1902,14059317
1903,18510701
1904,16462118
1905,14909366
1906,8046012
1907,17876992
1908,19605233
1909,12951740
1910,19005496
1911,13512295
1912,19775852
1913,11014433
1914,19735220
1915,17316724
1916,18721791
1917,14710452
1918,12289567
1919,19493731
1920,19369397
1921,10121070
1922,15462512
1923,12103291
1924,19715111
1925,8037295
1926,14375672
1927,18627384
1928,11236742
1929,19153051
1930,12862874
1931,19659213
1932,5482223
1933,11877123
1934,10060689
1935,14871409
1936,14657923
1937,19685462
1938,19658045
1939,18350042
1940,16365891
1941,19618871
1942,17131804
1943,17848969
1944,6455668
1945,10673741
1946,19035538
1947,12263647
1948,15042934
1949,15028325
1950,6193031
1951,15337095
1952,15500568
1953,17620143
1954,17970163
1955,19617424
1956,7813296
1957,19492356
1958,13342966
1959,19227773
1960,16799978
1961,15807845
1962,10757631
1963,9810888
1964,16301736
1965,12157555
1966,19574970
1967,18016483
1968,18954852
1969,18384138
1970,7126937
1971,17962612
1972,19459781
1973,13614958
1974,16477431
1975,15777339
1976,15162402
1977,19453964
1978,17471570
1979,19514629
1980,18420596
1981,10393003
1982,19241627
1983,15179432
1984,15730368
1985,10284025
1986,17527096
1987,7429580
1988,10094361
1989,19272566
1990,17584408
1991,1356722
1992,10521332
1993,13003209
1994,12863082
1995,9193345
1996,19365648
1997,13331850
1998,6260055
1999,5552066
2000,18138906
2001,12729090
2002,19042159
2003,2162794
2004,9026259
2005,15710286
2006,19331648
2007,10191208
2008,19185589
2009,11267788
2011,1842677
2012,16771460
2013,19199185
2014,11406365
2015,9932726
2016,15314153
2017,5860512
2018,7982415
2019,10590463
2020,18125773
2021,17671017
2022,12103051
2023,15706468
2024,2226022
2025,14800315
2026,18960095
2027,11553993
2028,11975544
2029,13980789
2030,10356629
2031,14824609
2032,18584407
2033,6763129
2034,11703188
2035,18931181
2036,7491181
2037,18368802
2038,17010935
2039,18973746
2040,18995549
2041,17042687
2042,18345718
2043,17921913
2044,18854364
2045,11299707
2046,12564953
2047,16180396
2048,17474925
2049,12411187
2050,16928638
2051,15368737
2052,17686233
2053,135100
2054,16426056
2055,18509550
2056,18588125
2057,9825827
2058,17361096
2059,17552983
2060,13863283
2061,15053496
2062,9884208
2063,18979661
2064,10379326
2065,7101922
2066,8472897
2067,20410278
2068,20333550
2069,8707716
2070,19111553
2071,18914090
2072,8605306
2073,15733543
2074,18246432
2075,19694764
2076,18398947
2077,10537037
2078,7433492
2079,9775924
2080,20487112
2081,18755776
2082,20427362
2083,10506554
2084,374004
2085,14424181
2086,8745278
2087,6768495
2088,20044400
2089,11246957
2090,19862930
2091,15674996
2092,9738285
2093,10695966
2094,19739521
2095,20512960
2096,14496828
2097,19358899
2098,20008178
2099,17573476
2100,18914540
2101,16509089
2102,20249903
2103,17672512
2104,15301870
2105,14736793
2106,19530093
2107,1264473
2108,19091932
2109,20507392
2110,19739801
2111,12423467
2112,8455488
2113,15907786
2114,13746033
2115,561140
2116,20545164
2117,20427506
2118,8931176
2119,11972884
2120,20555855
2121,20251447
2122,6821054
2123,16478652
2124,19736394
2125,17749714
2126,20117926
2127,14539707
2128,20335463
2129,20523829
2130,11914233
2131,5704228
2132,45702
2133,7400956
2134,17190593
2135,19376810
2136,398865
2137,20570608
2138,12680961
2139,19873462
2140,18792801
2141,17563754
2142,11749287
2143,20730450
2144,19753892
2145,12581319
2146,15364136
2147,11472135
2148,18316308
2149,19911405
2150,20229671
2151,20674300
2152,16675918
2153,18620491
2154,12372587
2155,20627739
2156,19760719
2157,17058101
2158,12507742
2159,10244455
2160,20824994
2161,14403747
2162,20727052
2163,20350959
2164,19216323
2165,13169152
2166,20693353
2167,12235449
2168,15220455
2169,8361205
2170,14583258
2171,20650580
2172,1943730
2173,8980439
2174,17267562
2175,20388256
2176,20840780
2177,20460018
2178,17175670
2179,19940089
2180,14981949
2181,20169325
2182,19170378
2183,17920966
2184,19372355
2185,10513593
2186,18505369
2187,18551860
2188,6577965
2189,20515746
2190,20384872
2191,18941159
2192,20742100
2193,921520
2194,20510063
2195,17474757
2196,20804362
2197,8291108
2198,14785109
