,fea_customer_id
64249,5980208
64250,19660077
64252,8187128
64253,6476610
64254,12546032
64255,8955249
64256,10006645
64257,539628
64258,16989954
64259,12763119
64260,1475610
64262,19335349
64264,18779287
64265,9051801
64266,360818
64267,14165059
64268,15292130
64269,7376482
64271,11200514
64275,7115836
64278,107032
64280,9657252
64281,7616276
64282,7839210
64283,1100253
64284,11359168
64285,8684655
64286,6967777
64287,14123654
64289,852455
64291,1271312
64293,11178
64294,74265
64295,8238461
64296,1360912
64297,518533
64298,1142946
64299,1394366
64300,1042743
64302,10774172
64304,18720293
64305,148913
64308,15593256
64309,12161432
64310,7190775
64311,13928592
64315,69003
64319,497122
64320,5673708
64321,5880270
64322,6367882
64323,10919454
64324,585270
64325,9736484
64326,6080570
64327,6320658
64328,199223
64329,1527813
64330,8835436
64331,6425646
64332,40844
64333,433653
64338,14946282
64339,1334603
64340,712958
64341,2093671
64342,661730
64344,628960
64346,12568923
64347,15635408
64348,7816136
64350,8910899
64351,10201136
64352,12307044
64354,8893415
64355,399908
64356,11268330
64358,6231411
64359,7983620
64360,1808419
64362,20288953
64363,6479079
64364,11397746
64365,8117877
64366,18715757
64370,5339837
64371,14222998
64372,12257937
64373,1088456
64375,7925783
64376,10627604
64377,9926532
64379,12603216
64380,6835432
64381,2119963
64386,7226698
64387,11228072
64388,6661939
64390,8031928
64391,20635638
64393,19528832
64394,10561853
64395,16881121
64396,6910457
64397,12718068
64399,1397492
64400,9936530
64401,5292331
64402,14360341
64404,6825191
64405,8042927
64406,8339790
64407,1713724
64408,1717312
64409,1072867
64411,10505045
64412,12586814
64413,13742802
64415,9748795
64416,2201772
64417,16129175
64418,13769380
64419,17140692
64420,13420395
64421,1319938
64422,1242913
64423,935278
64424,1446574
64425,2117315
64426,610823
64427,9744
64429,17393303
64430,7765742
64431,6954891
64433,688147
64434,5756603
64435,9978330
64436,1067271
64437,251058
64438,10954980
64439,1316972
64440,7606601
64441,548330
64442,17705244
64444,12726681
64445,5101988
64446,20273933
64447,19898563
64448,12485568
64449,11367331
64450,5383500
64451,718033
64452,12502616
64453,6071837
64454,2211107
64455,473132
64456,967005
64457,15864008
64458,19434268
64460,5800382
64461,12982879
64462,17629403
64463,19645940
64464,681108
64465,7982844
64466,547686
64467,6630312
64468,721841
64469,14295042
64470,812409
64471,11726632
64472,5944483
64473,821669
64474,18275649
64475,17589113
64476,1339849
64477,142251
64478,6961993
64479,11979634
64482,11082443
64483,78590
64484,5312269
64485,1417677
64486,1029805
64488,18683343
64489,10636767
64490,16339670
64491,12042174
64492,17826260
64493,8647353
64494,7030904
64495,153317
64496,161018
64497,1140765
64498,10157601
64499,1488258
64500,6637046
64501,12607912
64502,477948
64503,1835697
64504,18924703
64505,19834805
64507,8302787
64508,17003076
64509,919792
64510,1496560
64511,17843278
64512,12404611
64513,9903897
64514,6517537
64515,9265134
64516,12054195
64517,7254838
64518,13906812
64519,18405901
64520,809436
64521,702169
64522,7880477
64523,7890358
64524,19909282
64525,7112961
64526,17724325
64527,7196051
64529,9155702
64530,7913876
64531,1890716
64532,2219875
64533,685178
64534,7810276
64535,17289126
64536,2914
64538,14823020
64539,7581090
64540,663986
64541,2120620
64542,6132821
64544,16421961
64545,20140837
64546,41924
64547,20503319
64548,96986
64549,14698486
64551,10812629
64552,255159
64553,1489475
64554,11865031
64555,6854137
64556,17354986
64557,15677878
64558,16620921
64559,12932948
64560,10598982
64561,19532313
64562,1890470
64563,18013665
64564,16421800
64565,797174
64566,18510838
64567,12971120
64568,5830944
64570,18416500
64571,5508925
64572,12075796
64573,10141253
64574,684306
64575,5790996
64576,8297615
64577,455144
64578,53472
64579,14555721
64580,1862312
64581,18713850
64582,7105155
64583,987206
64584,6877970
64585,5558929
64586,8462360
64587,13778092
64588,16469134
64589,7491281
64590,17359383
64591,6416887
64592,17779534
64593,7330335
64594,5223584
64595,17530833
64597,15922670
64598,10844251
64599,11553156
64600,13655519
64603,8065671
64604,12674357
64605,7293851
64606,11735776
64607,6063123
64608,8532779
64609,6167457
64610,7596860
64611,11167702
64612,1372142
64613,5826464
64614,13730469
64615,18118841
64618,1151833
64619,19452137
64620,5738925
64621,5403313
64622,15225542
64623,513890
64624,638435
64625,19424614
64627,7130097
64628,19427301
64629,333405
64630,7399070
64631,6829676
64632,8075343
64633,6313732
64634,13379271
64636,7964900
64637,17731866
64638,19109439
64640,19580347
64641,17614022
64642,15558799
64643,5247726
64644,6109193
64645,14136789
64646,10458134
64647,7470518
64648,7131362
64650,5130738
64651,7013127
64652,874360
64653,10605604
64654,6334642
64655,7971617
64656,170766
64657,2110008
64658,15850996
64659,17907511
64660,8212872
64661,6703762
64662,18666784
64663,466029
64666,13985471
64667,6827988
64668,6641013
64669,6778575
64670,14752205
64671,1083368
64672,5299570
64673,10494871
64674,14044966
64675,7165190
64676,1281112
64677,5880582
64678,18100375
64679,5514672
64680,1824703
64681,6550385
64682,16068584
64683,1000102
64684,18854237
64685,18396219
64686,12947879
64688,2186267
64689,14963968
64690,11797583
64691,5668915
64693,6330548
64694,252273
64696,6100543
64697,11337324
64698,1186760
64699,8535299
64700,8201978
64701,19079424
64703,5341977
64704,11682008
64705,9880902
64707,1046056
64708,6505078
64709,11165147
64710,10138787
64711,12205235
64712,5838495
64713,8103128
64714,10836998
64715,11344840
64716,10810797
64717,6213536
64718,1664367
64719,12410131
64720,19684243
64721,14672235
64722,16119439
64724,7077716
64725,11066742
64727,14321450
64729,7086122
64730,5927809
64732,648601
64733,1492880
64734,17060494
64735,17755589
64736,18442016
64738,17991150
64739,17800934
64740,884313
64743,13012916
64744,13459468
64746,11328997
64748,17888447
64749,7625465
64750,13140907
64751,16505994
64754,10539869
64755,7647017
64756,12061645
64757,10374989
64758,12436452
64759,1799173
64760,11467274
64761,11016797
64762,155191
64763,6463950
64764,1153984
64766,7944304
64767,12802950
64768,10447460
64769,35335
64771,18538730
64772,12633679
64775,14644001
64777,887127
64778,1245500
64779,11721862
64780,19916373
64781,6674883
64782,648557
64783,671974
64785,19918128
64787,13297138
64789,17295741
64790,159261
64791,1939146
64792,15781005
64793,11322441
64794,7074543
64796,1980652
64797,1249128
64798,9671351
64799,20326451
64800,12724313
64801,1961175
64802,13680300
64803,2180404
64804,8173380
64805,20136240
64806,1786896
64807,10630410
64808,7220393
64809,11842438
64810,2123713
64811,13110281
64812,19470998
64813,10869936
64815,19296753
64816,11007262
64817,18092306
64818,2158460
64819,14889690
64820,935394
64821,20295249
64823,388492
64824,17599037
64825,6566519
64826,5320107
64829,268704
64830,20053002
64831,11565503
64832,8159919
64833,20192069
64834,12157452
64835,1442151
64837,495400
64838,551676
64839,9053548
64840,743126
64841,5469659
64842,20146285
64844,18989597
64845,9080806
64846,7744844
64848,11984856
64851,9872848
64852,18204079
64854,7832089
64855,5577093
64857,397528
64858,5449295
64859,18441691
64860,13022437
64861,17437431
64862,8110608
64863,20125704
64864,17753344
64865,5107663
64866,2042366
64867,1088424
64868,10953506
64870,7403251
64871,1009394
64873,14345915
64874,436318
64877,17876773
64878,7380008
64879,8639065
64880,8144030
64881,12579999
64882,18230095
64883,6823570
64884,19905430
64885,6540297
64886,8621365
64887,11224915
64889,9099665
64890,14748553
64891,6091659
64892,17713553
64893,6596720
64894,8183829
64895,5919260
64896,18939101
64897,7494929
64898,8235367
64899,5088304
64900,19629479
64903,10745408
64904,13587819
64906,5375711
64907,9873462
64908,862537
64909,2118941
64912,10610633
64913,11930272
64914,18933661
64915,6261735
64916,5984581
64917,12299287
64918,19574812
64919,5767671
64920,2138019
64922,10504516
64923,13424443
64925,1299294
64926,19372186
64928,479187
64929,17740008
64930,11324599
64931,12129296
64933,8061540
64934,6802247
64935,6242932
64936,14258117
64937,14309619
64938,5306057
64939,17610845
64940,17173140
64941,7570176
64942,7878119
64943,7126842
64944,2153381
64945,11475594
64946,18479807
64947,6446334
64948,8143143
64950,19448407
64951,9171176
64952,263099
64953,6008826
64954,19712623
64955,17205071
64956,1489938
64957,8619519
64958,865411
64959,1062857
64960,13523875
64961,781175
64963,859837
64964,15773233
64965,11548368
64966,11453076
64967,18810712
64968,441050
64969,5463412
64970,9951811
64971,9271938
64972,19603425
64973,17769991
64974,335356
64975,16026128
64976,585292
64977,453982
64978,11849337
64980,463408
64981,19536168
64983,18203546
64984,6082262
64985,13743092
64986,10710553
64987,16385965
64988,10518333
64990,19482761
64991,5579711
64992,118588
64993,6916434
64994,13416378
64995,7150660
64996,18296569
64997,11519064
64998,18407436
64999,3673894
65000,5782446
65001,6431401
65002,6814912
65003,15059032
65004,15435549
65005,8885194
65006,18839545
65007,54449
65008,700941
65009,12106897
65010,5638906
65012,6153976
65014,11869126
65015,6122185
65016,16945984
65017,7287670
65018,7142872
65019,14565119
65024,1117284
65027,1390728
65028,5669805
65029,5432874
65030,16665241
65031,18732269
65032,6493453
65034,899785
65035,14075798
65036,7324415
65037,622133
65038,17398790
65039,18402179
65040,19083636
65041,18509942
65043,1838047
65044,13669160
65045,7400706
65046,1393944
65047,14135063
65048,11157235
65049,16628043
65050,10550548
65051,62842
65054,370194
65055,19117999
65056,832552
65058,409198
65059,11642828
65060,18739453
65061,13142863
65062,14615174
65063,17287631
65064,943255
65065,18635078
65066,17389852
65068,157194
65069,11872101
65070,7522328
65071,13755500
65072,619769
65073,954157
65074,1896059
65076,6764604
65077,2104036
65078,1120560
65079,17298228
65080,1887564
65082,7862097
65084,6658553
65085,8288500
65086,1401142
65087,930298
65088,9825384
65089,7339693
65090,2091887
65091,17313296
65092,17977709
65093,1119401
65095,16462844
65097,16486020
65098,1118708
65099,8996017
65100,6347783
65102,10790908
65103,1816447
65104,1122604
65105,13951793
65106,14405265
65107,12713908
65108,5821402
65109,198460
65110,14997533
65112,7687813
65113,18657475
65115,6395180
65116,8989365
65117,17207031
65118,10875754
65119,14211957
65120,499053
65121,13406939
65122,12714876
65123,5720982
65124,14915816
65125,14029135
65126,17716355
65127,7786541
65129,8099842
65130,6332931
65132,5461716
65133,17954865
65135,14985981
65136,18479939
65138,13741535
65140,119515
65141,16590426
65142,11036920
65143,18130117
65144,449200
65145,10658178
65146,12464327
65148,629987
65149,13462213
65150,523484
65151,5530182
65152,5112696
65153,153332
65154,12925252
65155,6908976
65156,6057595
65157,626782
65158,5405752
65159,8330478
65161,663412
65162,9174763
65163,6763100
65164,270593
65165,1266835
65167,16730968
65168,134919
65169,18152538
65170,12320354
65171,13331309
65173,9157163
65176,9680473
65177,11113520
65178,2191306
65179,11456373
65180,1649610
65181,7275148
65182,7677609
65183,15954944
65184,17158624
65185,10156684
65186,7280681
65187,17531452
65188,8996548
65189,9991656
65190,17904803
65191,17870676
65192,6723722
65193,14099544
65194,8573717
65195,14738964
65196,16641615
65198,6659136
65199,17719531
65201,8991180
65202,7524952
65203,8294343
65204,17201053
65205,1482316
65206,768291
65207,30709
65208,9034294
65209,316088
65210,17362272
65211,11249301
65212,5962905
65214,512308
65215,8896603
65216,17227481
65217,17639022
65218,6799332
65219,13393060
65220,13570585
65222,8355416
65223,15734689
65224,12278799
65225,10807904
65226,1952549
65227,10851475
65228,16207138
65229,16198691
65230,1069480
65231,15337619
65232,16014235
65233,12003257
65234,8483046
65235,16889499
65237,1458662
65238,13878970
65239,6120263
65240,12884099
65241,15344604
65243,16743445
65244,11309500
65245,8207719
65246,8108712
65247,40809
65248,7506103
65249,9013487
65250,9605277
65251,525042
65252,41302
65253,13521716
65254,16196200
65255,1569255
65256,13639502
65257,20190021
65258,1347743
65259,7265043
65260,17633378
65261,14078785
65262,11945357
65264,14820502
65265,19623085
65266,18316764
65267,6401447
65268,7406626
65269,17016946
65270,20400757
65271,19435621
65272,17069221
65273,6251341
65274,8730721
65275,13969439
65276,17659500
65277,20492553
65278,13903776
65281,414698
65282,565633
65283,7291518
65284,7367830
65285,10425075
65286,5489888
65287,805362
65289,1140963
65290,6643346
65291,7503610
65292,7521758
65293,8953588
65294,19734657
65295,19109222
65296,20457704
65297,17523719
65299,11983339
65300,8705407
65301,17832825
65302,11502426
65303,6313992
65304,17638475
65305,16232419
65306,15573962
65307,19452554
65308,19618429
65309,20558369
65310,20345633
65311,19815885
65312,11994286
65313,13237723
65314,406565
65315,7688421
65316,15818558
65317,19815867
65319,16118056
65320,19801104
65321,9670697
65322,19807292
65323,11601226
65324,15458988
65325,13859565
65326,13879544
65327,16091051
65328,17866114
65329,20905676
65330,11977240
65331,18587045
65332,14166191
65333,19224236
65334,16270302
65336,6280561
65337,19597697
65338,17334668
65340,20653264
65341,6078142
65344,12328954
65345,20413869
65346,20113338
65347,14181845
65348,20294886
65349,16642831
65350,10811882
65351,16095189
65352,14868192
65353,20235904
65354,6955843
65355,11671097
65356,16974163
65357,16272850
65358,19414573
65359,11341561
65361,18022175
65362,18293295
65363,7738040
65365,20117342
65366,15608119
65367,14991290
65368,20035882
65369,16628689
65370,19845257
65372,19237515
65373,19055386
65374,14216574
65375,18992612
65376,19731776
65377,14419325
65378,18381800
65379,14182504
65380,17428416
65381,19838488
65382,19636839
65383,12553174
65384,19771570
65385,19440157
65386,19769449
65387,19654209
65389,16038422
65391,6062105
65392,18135450
65393,19375174
65394,15801631
65395,15529007
65396,19066123
65397,18818732
65398,10904361
65400,18084642
65401,14478128
65402,7334491
65403,18447419
65404,12296212
65405,18737860
65407,7886251
65408,20446032
65409,16072141
65410,18970437
65411,20204522
65412,19977604
65413,20476157
65414,12628731
65416,14039258
65417,9948371
65418,5959482
65419,15684049
65420,15114387
65421,20297494
65422,14378271
65423,17697932
65424,14218442
65425,19888797
65426,15444787
65428,13576808
65429,20800020
65430,17588397
65431,18059412
65432,20587042
65433,10805517
65434,20496334
65435,19873775
65438,18447458
65439,20750587
65440,18991243
65441,20841159
65442,20653371
65443,20608076
65444,19730144
65445,17796848
65446,20775029
65448,13774203
65449,19118807
65450,16401988
65451,17226205
65452,164406
65453,867740
65454,1029676
65455,6370959
65456,341946
65457,11609473
65459,8844077
65460,2190206
65461,1026797
65462,16250204
65464,15155944
65465,20548649
65467,7136883
65468,1421486
65469,738602
65470,8103364
65471,10988218
65472,8811755
65473,15387308
65474,6481167
65475,334364
65476,5228980
65478,764674
65479,416568
65480,6636336
65481,7899965
65482,973323
65483,9264009
65484,265971
65485,1139012
65486,7116114
65487,7389409
65489,7422911
65490,7263559
65491,10805822
65494,578541
65496,1499397
65497,16813666
65499,8840457
65500,313883
65501,633227
65503,498014
65504,12773912
65505,1400006
65506,7973743
65507,5373584
65508,16359249
65509,950553
65510,7009041
65511,17711800
65512,275462
65513,17110696
65514,6376619
65515,1750392
65516,1490583
65517,787648
65518,981185
65521,16658396
65523,514630
65525,552640
65526,10394631
65527,1971705
65528,14221166
65529,15356343
65530,16697530
65531,10566677
65532,542079
65534,15650218
65535,548682
65536,1353673
65537,7103364
65538,7296906
65539,16184940
65540,8839206
65542,471751
65543,16627379
65546,5520144
65547,1378442
65548,17050784
65549,6431150
65551,1557341
65552,18151942
65553,8928936
65555,18359766
65556,569724
65557,15169846
65558,70119
65559,18135222
65560,791870
65561,7378650
65562,8726907
65563,871094
65564,7113667
65565,17258844
65566,1594627
65568,46217
65569,17736396
65570,2028142
65571,14110091
65573,12030859
65574,573766
65576,15852371
65577,5481280
65579,14261107
65580,6170152
65582,1675825
65583,815703
65584,5702603
65585,15533268
65586,8652540
65588,516942
65589,324103
65590,1182428
65591,7085095
65592,688265
65593,379994
65594,7864491
65595,5273215
65596,7479289
65597,6182401
65599,1185853
65601,17290053
65602,12134807
65603,13688315
65604,6412061
65605,8212020
65606,11228929
65608,1191796
65610,10995600
65611,7767301
65612,6939525
65613,1662688
65614,1893873
65615,13632435
65616,18635940
65617,19653890
65618,581953
65619,8158908
65620,16766178
65622,10933727
65623,475802
65624,5269665
65625,17360191
65626,7171166
65627,564634
65629,325576
65630,8002469
65631,472634
65632,785233
65634,1305530
65637,226941
65639,1195015
65640,375609
65641,11011499
65643,1612511
65646,17118808
65648,128825
65650,5098867
65651,18396757
65652,7857623
65653,188204
65654,1063514
65655,12045109
65657,7298072
65658,8275835
65659,6307478
65661,1032984
65662,1924841
65663,5133131
65664,16971440
65665,682211
65667,19260089
65670,36210
65671,12208436
65672,10222147
65673,1867001
65674,19272794
65675,1885902
65676,7902675
65677,15828851
65678,9188322
65679,761883
65681,8143558
65682,396465
65683,18394474
65684,12294120
65685,1931097
65686,5353717
65687,663117
65688,10543
65689,12450250
65690,18439501
65691,1909977
65693,5811587
65694,9628397
65695,2239955
65696,1020105
65697,2654
65698,1835235
65699,6926381
65702,668828
65703,438246
65704,8691409
65705,16775488
65706,16624591
65707,280938
65708,11496774
65710,10846779
65711,10275154
65713,8075142
65714,7503871
65715,737138
65717,16645993
65718,751697
65719,246081
65720,12926681
65722,8066852
65723,20452259
65724,10662244
65725,16380446
65726,1463296
65727,11835899
65728,20163723
65729,11698247
65730,1640433
65731,19812198
65732,6494859
65733,10265369
65735,1523727
65736,337481
65737,5533186
65738,7496014
65739,1833920
65740,17202941
65741,7340484
65742,18580692
65744,104126
65745,174062
65747,14971144
65748,6027939
65749,16977546
65750,11661409
65751,710391
65752,14643451
65753,17277564
65754,18820226
65755,11271065
65756,5514102
65757,991510
65758,5338478
65759,7663649
65760,15841649
65761,11784203
65762,12056241
65763,17038740
65764,17517042
65765,8550731
65766,17319457
65767,13053604
65768,14162268
65769,17065846
65770,8350212
65771,19583254
65772,8111072
65773,6635856
65774,1480676
65775,6228478
65776,16398629
65777,378358
65778,17931104
65779,5409150
65780,1554885
65781,653499
65782,15612809
65783,991499
65784,9056682
65787,12640321
65788,650204
65791,11409011
65792,5097819
65797,7700707
65798,941980
65800,10339660
65801,6800184
65802,7014433
65803,5526471
65804,7579910
65805,1168332
65806,12295182
65807,6990831
65808,5748319
65809,7287788
65810,12272729
65811,628060
65812,18364911
65813,9903660
65814,6370079
65816,12598870
65817,7254816
65818,169210
65819,20697718
65820,11026924
65822,1546252
65824,5124065
65826,850161
65828,8619965
65830,6761007
65831,20477867
65833,14991352
65834,17982186
65835,6465116
65836,18353858
65837,5841182
65838,6451381
65839,15115431
65840,1852296
65841,10508161
65842,8886715
65843,15013511
65844,17392461
65846,1914877
65847,10783918
65848,17283720
65850,11338741
65852,20326200
65853,13673999
65854,7599734
65855,14673738
65857,20230527
65858,7517191
65859,8605783
65860,7068626
65861,1255417
65862,6021642
65863,874528
65864,1660005
65866,10329509
65867,1240224
65868,2167659
65869,1414800
65870,10952321
65871,1443409
65873,959429
65874,6100828
65875,7007736
65876,20204906
65880,18775112
65881,18379131
65882,1428677
65883,1673887
65884,16979123
65886,1207882
65887,18491257
65889,19365835
65890,10613060
65891,5482360
65892,890157
65893,2027721
65894,676985
65896,1109174
65897,11604604
65898,15148592
65899,16087242
65900,5775521
65901,11432896
65902,458811
65903,6057484
65904,6688478
65905,773322
65906,1983891
65907,12144427
65908,1853990
65909,6701702
65911,18230246
65912,6164308
65913,6397235
65914,18633142
65915,1289378
65918,12619761
65919,412260
65921,13547801
65922,7169430
65923,7746770
65924,11710909
65925,8091275
65926,12803943
65928,15753716
65929,11243976
65931,11242927
65933,2009173
65934,110708
65935,356714
65936,17927099
65937,16383626
65938,2238438
65939,534912
65940,5722503
65941,793437
65942,10753
65943,18585932
65945,6332530
65947,10477651
65948,1317139
65949,16966762
65950,210002
65951,1759316
65952,7905424
65953,15915503
65954,42994
65955,11701144
65956,6773200
65958,15015285
65959,5840962
65960,18688080
65961,12478929
65962,1939174
65963,11926935
65964,11441611
65965,9020337
65966,625423
65967,5299272
65968,1233839
65970,8126791
65971,8378220
65972,7367320
65973,19745948
65974,16924260
65976,17079796
65977,1274120
65979,7730216
65980,19519960
65981,18664288
65982,9997020
65983,9755499
65984,7026083
65986,1943374
65987,8457643
65988,7171711
65989,17675706
65990,8918500
65991,1886854
65993,13232079
65994,1317435
65995,12868567
65996,936113
65997,9000977
65998,19700742
65999,2046329
66000,15793023
66001,10433982
66002,18807576
66003,8668248
66004,9666480
66005,8214989
66006,5189227
66008,12278467
66009,6087448
66010,19645657
66011,8165402
66012,11718721
66013,19456353
66015,262669
66016,7637406
66019,16465238
66020,19320315
66021,18334725
66022,5321431
66024,19500044
66025,16029264
66026,16551045
66027,5839192
66028,684546
66029,6377572
66030,14163243
66031,19033573
66032,255795
66033,5452778
66034,8011420
66035,1124552
66037,14859639
66038,7866636
66039,12146938
66040,11761556
66041,5288438
66042,17847077
66043,631014
66044,18689264
66045,6830116
66046,5937157
66047,16447604
66048,10945376
66049,14282913
66050,5384791
66051,17128162
66052,9014871
66053,5833240
66054,13406082
66055,6056643
66056,18388709
66057,6205456
66058,8059642
66059,7454043
66061,15947806
66062,1675448
66063,6513568
66064,5815307
66065,15701177
66066,2000614
66067,9042855
66068,15006154
66069,15281425
66070,19360949
66071,16088071
66073,1180034
66074,16170522
66075,796539
66077,13459580
66078,8486346
66080,609217
66081,6883641
66082,811859
66086,699205
66087,18545130
66089,1669530
66090,9842725
66091,11343057
66092,7666414
66093,13828405
66094,1805427
66095,489435
66096,11744959
66097,7013269
66098,9889542
66099,17841336
66100,80789
66101,430517
66103,5411518
66104,10367836
66105,636089
66106,479765
66107,6039584
66108,5712261
66109,9970811
66110,16756059
66111,18340909
66112,10095892
66113,526957
66114,12436596
66115,14594014
66116,17281098
66117,7390776
66118,6058820
66119,11553175
66120,582813
66122,12090285
66123,1170750
66124,7198688
66125,5929437
66126,13088043
66127,1667519
66128,179673
66129,7777252
66130,1711826
66131,1134573
66132,7348523
66134,10337423
66135,14414291
66138,7992173
66139,1176435
66140,500899
66141,6559930
66142,66206
66144,6630070
66145,16088167
66146,17812967
66147,10880896
66148,5257135
66149,12964404
66151,6301782
66152,10617853
66153,13227263
66154,586167
66155,1197109
66158,324903
66159,8750103
66160,986709
66161,8630376
66162,70856
66163,2095262
66165,10230377
66166,1503929
66167,7571693
66168,11072557
66169,606965
66170,1797275
66171,9658925
66172,12732093
66174,19044826
66175,8104907
66176,9254164
66178,1763726
66179,198029
66180,6361319
66181,12162621
66182,18292775
66183,18409862
66184,1328382
66185,17023267
66186,13265613
66187,10933719
66188,7981291
66189,5347287
66190,453028
66191,185789
66192,1237892
66194,18633115
66195,137701
66196,16537754
66197,5710137
66198,2006494
66199,11044929
66200,406428
66201,10088672
66202,11800455
66203,904729
66204,676694
66206,16473214
66208,492262
66209,5620483
66210,17239132
66212,6171735
66213,6047163
66215,2138852
66217,18114245
66218,10001543
66219,1093710
66220,7152804
66221,18485820
66222,8950249
66224,873420
66225,1177889
66228,871733
66230,6023124
66232,2039924
66233,7715454
66234,1536014
66235,16818786
66237,18530784
66238,8896323
66239,15513522
66240,13951284
66241,5873975
66242,12597972
66243,12462092
66244,7965235
66245,12396414
66246,17422479
66247,10243801
66250,18260180
66251,12709826
66252,7725030
66254,11334148
66255,14820189
66256,382753
66257,893075
66258,7504643
66261,18424435
66263,1848037
66264,10385244
66265,5354729
66266,517737
66268,10183788
66269,10785348
66270,6411800
66273,13674437
66274,16395890
66275,13864906
66276,8545272
66277,17212270
66278,9916104
66279,10344010
66281,1789245
66282,1758765
66283,382158
66285,8059830
66286,552284
66287,5514967
66288,1901404
66289,7471960
66290,7290717
66291,64884
66292,18024283
66293,767108
66294,11176480
66295,367430
66296,11103668
66298,146748
66301,1468391
66302,128538
66303,526245
66304,18232059
66305,1479277
66306,10586166
66308,9867999
66309,1194357
66310,143400
66311,8931102
66312,17985335
66314,15071212
66315,1839372
66316,86558
66317,6361842
66318,17472057
66319,8248786
66320,5855193
66321,57300
66322,8167251
66323,17944862
66324,17578966
66325,145391
66326,7213447
66327,724358
66328,10419584
66330,17737534
66331,15550440
66332,11779474
66333,904548
66336,7814403
66337,10609950
66339,12314498
66340,8865896
66341,2079181
66344,8914209
66346,5159750
66348,1558459
66349,8195900
66350,2012722
66351,17182831
66352,1537750
66353,366592
66354,7272388
66355,177463
66356,5225070
66357,5494615
66358,11461350
66359,8510476
66360,7975453
66361,754934
66362,44167
66363,15408419
66364,5153143
66365,888216
66367,6795272
66368,10730185
66369,8270255
66370,9904001
66371,17548455
66372,20104641
66373,19221298
66374,1641121
66375,1253293
66377,1015670
66378,8864673
66379,7777535
66380,382923
66381,1560905
66382,12434958
66383,19401737
66384,8730902
66385,9799176
66386,7704973
66387,7231320
66388,134769
66389,20598163
66390,571278
66391,9779990
66392,19900969
66393,14334076
66394,5625061
66396,8663972
66397,5483087
66398,11995209
66399,2059203
66400,6157443
66401,13578697
66402,11375038
66403,9811168
66404,16122481
66405,20331439
66406,13673430
66407,15866321
66408,355525
66409,1825168
66410,951682
66411,18625472
66412,5701321
66413,835219
66414,12449847
66415,15036203
66416,9104655
66417,7245654
66418,19962758
66419,6703791
66420,820097
66421,17128718
66422,8774779
66423,15194296
66424,19759974
66426,15585553
66428,17471505
66429,19314102
66430,12363752
66431,1547272
66432,7634782
66433,6024703
66434,14232460
66435,20031794
66436,19042693
66437,6707879
66438,6509072
66440,8450192
66441,19526013
66442,15324155
66443,18376775
66444,7536699
66445,1402696
66446,16675701
66447,16038120
66448,13680405
66449,8633091
66450,5653810
66451,6758822
66452,13278123
66453,17595063
66454,6506328
66455,10604785
66456,5494923
66457,15153099
66458,20228240
66459,19406562
66460,17683310
66461,16152008
66462,19990900
66463,5737954
66464,12759436
66466,12267116
66467,834226
66468,19481576
66469,17291758
66470,19062671
66471,84724
66472,1281488
66473,13926448
66474,6153664
66475,19642624
66476,18490189
66477,11489534
66478,8745718
66479,15543498
66480,13459073
66481,11249375
66482,16076420
66483,224799
66484,14392333
66485,17168705
66486,19509617
66487,16122029
66488,11810067
66489,10794224
66491,19176539
66493,13995655
66494,8709589
66496,9025492
66497,270306
66498,1617719
66499,12851714
66500,11529152
66501,454591
66502,11887210
66503,20613146
66504,15455357
66505,17516165
66506,7060069
66508,11172578
66509,1941623
66510,18773664
66511,17157640
66512,12319484
66513,20522865
66514,848796
66515,16586117
66518,8443216
66519,1368489
66520,8020941
66521,12085706
66522,17175440
66523,16813476
66524,6323418
66525,7915827
66526,58100
66527,1677074
66528,17206865
66529,14988052
66530,17057690
66531,15310158
66532,20227053
66533,16159759
66534,11845131
66535,6395112
66536,11232925
66537,7650992
66538,15459580
66539,1987286
66540,8017350
66541,8023601
66542,9619034
66543,10386292
66544,1649615
66545,6312932
66546,9948873
66547,17722012
66548,20115069
66550,2200994
66551,5792527
66552,17330936
66553,11911560
66554,20084463
66555,14258138
66556,170626
66557,12686630
66558,5699707
66559,17391751
66560,17372656
66561,166405
66562,2230871
66563,12363319
66564,11467984
66565,9695170
66566,19934686
66567,19849264
66568,2152683
66569,5990243
66570,9051089
66571,19716490
66572,14443511
66573,952678
66574,7911260
66575,8174456
66576,19822447
66577,9099099
66578,841764
66579,9792841
66580,10942724
66581,11787035
66582,1793170
66583,5312013
66584,454430
66585,15893010
66587,2205850
66588,8068038
66589,19713039
66590,8000822
66591,17435071
66592,14026079
66593,9858900
66594,10291080
66595,9626317
66597,8855682
66598,1843290
66599,17017556
66601,8284069
66602,8729587
66603,19718333
66604,2136773
66605,10325065
66606,17278408
66608,7722538
66609,7697452
66610,8874140
66611,8002392
66612,19530757
66613,17198298
66616,19562632
66617,29868
66618,16697675
66620,10847608
66621,12013456
66622,11067736
66624,10092049
66625,16846630
66626,15025189
66627,9769832
66628,9777080
66629,1964459
66630,14608348
66631,18766875
66632,19402414
66633,6651966
66634,1157952
66635,19408582
66636,16818890
66637,7916529
66638,12551027
66639,175313
66640,770730
66641,16321082
66642,16609783
66643,1574471
66644,16775846
66645,16481747
66646,19414017
66647,17198066
66648,11007002
66649,17217919
66650,8095893
66651,6754152
66652,1306820
66653,18021826
66654,15066030
66655,7244097
66656,11315650
66657,14828927
66658,820761
66659,13539954
